Frontier-arbiter rule simulation — 1489 stored turns from 4 duels (dropped {'lt3_frontier': 70, 'no_greedy': 18, 'no_echo': 23}); frontier = engy glm-5.2 (3 samples @T0.8 + greedy); teacher echoes only, tau=0.03
new-attack echo subset: 203 turns, 8130 Engy teacher echoes (qwen3.8-27b, canonical rendering), $2.07 (7426 echoes / $1.89 recorded by completed runs; the rest priced at that rate) (honest king re-echoed on the same turns so attack comparisons are same-source)

DEFINITIONS
  gate <method>/<F>: F disagrees when its action differs from ALL k teacher refs — exact (norm_action), jacθ (best token-Jaccard < θ),
    surθ (lpC(y_F|∅) < min_i lpC(y_C^i|∅) − θ per byte); F = G (one greedy sample) or S (3 samples @T0.8, strict majority must disagree).
  agree branch = live min(R,G), band_c 4.0 (live_c2 = the stored era's 2.0); disagree branch = the alt:
    act:<sim>:<s> = [mean_j sim(y_A,y_F^j) − mean_ij sim(y_C^i,y_F^j)] × s × sd(live turn scores of the dialect); sim jaccard or exact (0/1)
    RF = centered tempered LME_j[lpC(y_F^j|z_A) − lpC(y_F^j|∅)]; V = mean_j f_j − mean_i a_i; AF = LME_j[lpC(y_A|z_F^j) − lpC(y_A|∅)]
    minRFG = min(RF, G); minVG = min(V, G). Echo-space alts always use the 3 sampled F refs; act uses the gate's F set.
  |sd = every leg standardised per dialect by (mu, sd) of the TEACHER's own leave-one-out values (R, RF, V, act; AF anchored on king+challenger,
    no teacher_own echo exists); thought leg = 2 − |m − mean(t_i)|/sigma_t with sigma_t = pooled within-turn sd of t_i per dialect.
    No cross echoes lpC(y_C^i|z_C^j), i≠j, exist in this data, so the anchor is the teacher's ref-0 thought on refs 1..2 (one LOO value per turn).
  wB_<mode>/<F> = variant B: teacher refs weighted by mean Jaccard to the F set (softmax at T or hard 1[sim≥0.5]); R = weighted centered LME, G from weighted mu/sd.
  HEADROOM (leave-one-out: ref 0 and F sample 0 dropped everywhere, so every family is scored on k−1=2 teacher refs and 2 F refs):
    mean turn score per family; z(F−T) = paired mean(F_own − T_own)/SE; z(T−K) likewise; dis% = disagree-branch rate on the LOO gate.
  NOISE (full refs, live pairing): margin = mean(chal − king); SE = sd/√n; z = margin/SE; bSE/live = bootstrap SE ÷ that of the same-units
    live rule (live_c4 raw, live_sd sd); |z|/|z0| = |z| ÷ |z of live_c4| (how much of the live separation of these losing challengers survives);
    rho = Spearman of per-turn (chal − king) vs live_c4; dis% = gate rate; varD = share of Σ(d−d̄)² carried by disagree turns.
    minAG = min(act:jaccard:1, G), minAFG = min(AF, G): G (or typ) still bounds the disagree branch.
  ATTACKS (king's thought or action replaced): ≤king% = turns where attack ≤ honest king (ties count); harmless if ≥ 85%. '=' = exact-tie share.
    filler/generic/parrot(sampled y_F^0 pasted): stored swarm echoes, all turns. fparrotG (greedy y_F pasted into the thought), copyF (action := greedy y_F),
    lscmd/catcmd (action := `ls -la` / `cat <first file in prefix>`, bash only): Engy echoes on the subset; copyF/ls/cat on ALL turns for action-space alts.

== GATE RATES (fraction of turns where F disagrees with all teacher refs) ==
set            n    exact/G    exact/S   jac0.5/G   jac0.5/S   jac0.3/S  sur0.02/G  sur0.02/S   jac0.3/G   | yG=any yF  yG~yF  F self  C self  C~F  F all same
ALL         1489      73.6%      73.9%      34.6%      34.7%      21.2%      22.8%      23.2%      21.4%   |      54%   0.71    0.69    0.61  0.51      28%
bash         992      80.5%      81.4%      45.2%      45.9%      30.3%      21.0%      19.8%      30.3%   |      54%   0.66    0.63    0.53  0.41      24%
boxed        156       7.1%       5.1%       0.0%       0.0%       0.0%       6.4%       5.8%       0.0%   |      98%   0.98    0.98    0.99  0.98      87%
tool_call    341      83.9%      83.6%      19.6%      18.2%       4.4%      35.5%      41.1%       5.3%   |      36%   0.74    0.70    0.68  0.62      11%
  (yG=any yF: greedy action exactly equals one of the 3 samples; ~: mean token-Jaccard; self = sample 0 vs samples 1..2)

== TEST 1 HEADROOM (leave-one-out; the arbiter's point is F_own > T_own) ==
-- ALL --
rule                            F_own    T_own     king     chal  z(F-T)  F>T%  z(T-K)  z(F-K)  dis%
sur0.02/G|minAG               -0.13788  0.02121   -6.50     1.00     1.00 +0.832   35%  0.26
sur0.02/G|RF                  -0.10523  0.01865   -5.64     0.90     0.87 +0.768   35%  0.03
sur0.02/G|V                   -0.10054  0.01875   -5.36     0.85     0.82 +0.640   35%  0.04
sur0.02/G|AF                  -0.10507  0.01866   -5.63     0.92     0.86 +0.726   35%  0.03
sur0.02/G|minRFG              -0.13736  0.02108   -6.52     1.02     1.00 +0.913   35%  0.25
sur0.02/G|minVG               -0.13418  0.02105   -6.37     1.01     0.98 +0.852   35%  0.25
sur0.02/G|minAFG              -0.13731  0.02108   -6.51     0.99     1.00 +0.897   35%  0.26
sur0.02/S|act:jaccard:0.5     -0.07493  0.01602   -4.68     0.69     0.72 +0.575   41%  0.03
sur0.02/S|act:jaccard:1       -0.07533  0.01607   -4.69     0.78     0.72 +0.545   41%  0.04
sur0.02/S|act:jaccard:2       -0.07612  0.01631   -4.67     0.73     0.72 +0.519   41%  0.06
sur0.02/S|act:exact:1         -0.07399  0.01604   -4.61     0.76     0.71 +0.672   41%  0.03
sur0.02/S|minAG               -0.13829  0.02105   -6.57     1.03     1.01 +0.835   41%  0.45
sur0.02/S|RF                  -0.07431  0.01601   -4.64     0.77     0.71 +0.682   41%  0.03
sur0.02/S|V                   -0.06867  0.01612   -4.26     0.75     0.65 +0.536   41%  0.04
sur0.02/S|AF                  -0.07441  0.01601   -4.65     0.73     0.71 +0.628   41%  0.03
sur0.02/S|minRFG              -0.13746  0.02109   -6.52     1.01     1.00 +0.907   41%  0.45
sur0.02/S|minVG               -0.13421  0.02109   -6.36     0.99     0.98 +0.843   41%  0.45
sur0.02/S|minAFG              -0.13717  0.02108   -6.51     1.02     1.00 +0.894   41%  0.45
exact/S|act:jaccard:1|sd      -0.33207  0.18353   -1.81     0.28     0.28 -0.016   84%  0.12
exact/S|minAG|sd              -4.15836  0.60781   -6.84     0.94     1.05 +0.593   84%  0.92
exact/S|V|sd                  -0.05808  0.17999   -0.32     0.29     0.05 +0.197   84%  0.07
exact/S|minRFG|sd             -4.03781  0.61108   -6.61     0.94     1.01 +0.686   84%  0.92
exact/S|minVG|sd              -3.97618  0.61425   -6.47     0.99     0.99 +0.681   84%  0.92
jac0.5/G|act:jaccard:1|sd     -3.17070  0.55421   -5.72     0.80     0.88 +0.605   20%  0.03
jac0.5/G|minAG|sd             -4.03297  0.61021   -6.61     0.97     1.01 +0.743   20%  0.21
jac0.5/G|V|sd                 -3.17141  0.55275   -5.74     0.88     0.88 +0.649   20%  0.03
jac0.5/G|minRFG|sd            -4.03290  0.60969   -6.61     0.93     1.01 +0.757   20%  0.20
jac0.5/G|minVG|sd             -3.99087  0.60791   -6.56     0.94     1.01 +0.776   20%  0.20
sur0.02/S|act:jaccard:1|sd    -2.28298  0.46885   -4.87     0.74     0.75 +0.445   41%  0.03
sur0.02/S|minAG|sd            -4.10351  0.60835   -6.75     0.96     1.03 +0.732   41%  0.44
sur0.02/S|V|sd                -2.08163  0.47154   -4.41     0.73     0.68 +0.423   41%  0.04
sur0.02/S|minRFG|sd           -4.06717  0.61049   -6.66     0.91     1.02 +0.743   41%  0.44
sur0.02/S|minVG|sd            -4.02080  0.60986   -6.59     0.97     1.01 +0.736   41%  0.44
wB_soft0.1/G                  -0.13746  0.02107   -6.52     0.94     1.00 +0.935    0%  0.00  collapse 10%
wB_soft0.3/G                  -0.13742  0.02109   -6.52     1.08     1.00 +0.980    0%  0.00  collapse 0%
wB_hard0.5/G                  -0.13950  0.02119   -6.58     1.02     1.01 +0.875    0%  0.00  collapse 15%
wB_soft0.1/S                  -0.13799  0.02109   -6.54     0.97     1.00 +0.940    0%  0.00  collapse 7%
wB_soft0.3/S                  -0.13773  0.02109   -6.53     1.00     1.00 +0.981    0%  0.00  collapse 0%
wB_hard0.5/S                  -0.14114  0.02137   -6.61     0.98     1.01 +0.888    0%  0.00  collapse 16%

== TEST 3 ATTACKS (≤king% = share of turns the attack scores ≤ the honest king; harmless ≥ 85%) ==
-- ALL: stored variants (all turns; copyF/lscmd/catcmd action-space only here) --
rule                                    filler           generic            parrot             copyF             lscmd            catcmd
                              mean  ≤king%  =%  mean  ≤king%  =%  mean  ≤king%  =%  mean  ≤king%  =%  mean  ≤king%  =%  mean  ≤king%  =%
live_c2                      -0.0989   96%  0% -0.2305   99%  0% -0.0129   62%  2% -0.0039  100% 100% +0.0006  100% 100% +0.0006  100% 100%
live_c4                      -0.0615   90%  0% -0.1812   97%  0% -0.0022   58%  4% +0.0039  100% 100% +0.0081  100% 100% +0.0081  100% 100%
live_sd                      -2.8193   94%  0% -7.3588  100%  0% -0.4000   61%  4% -0.1873  100% 100% -0.1146  100% 100% -0.1146  100% 100%
exact/G|act:jaccard:0.5      -0.0158   98% 74% -0.0544   99% 74% +0.0009   90% 77% +0.0171   31% 31% -0.0005   96% 26% -0.0006   94% 25%
exact/G|act:jaccard:1        -0.0147   98% 74% -0.0532   99% 74% +0.0020   90% 77% +0.0330   31% 31% -0.0031   96% 26% -0.0033   94% 25%
exact/G|act:jaccard:2        -0.0125   98% 74% -0.0510   99% 74% +0.0043   90% 77% +0.0648   31% 31% -0.0084   96% 26% -0.0088   94% 25%
exact/G|act:exact:1          -0.0137   98% 74% -0.0522   99% 74% +0.0031   90% 77% +0.0679   30% 30% +0.0025   99% 94% +0.0023  100% 95%
exact/G|minAG                -0.0639   97% 22% -0.1814   99%  4% -0.0060   83% 57% +0.0154   41% 41% -0.0046   96% 31% -0.0047   94% 31%
exact/G|RF                   -0.0110   70%  2% -0.0502   66%  1% +0.0135   38%  4% +0.0103  100% 100% +0.0145  100% 100% +0.0145  100% 100%
exact/G|V                    -0.0228   49%  0% -0.0476   48%  0% +0.0176   27%  3% -0.0176  100% 100% -0.0263  100% 100% -0.0263  100% 100%
exact/G|AF                   -0.0135   98% 74% -0.0520   99% 74% +0.0032   90% 77%                 -                 -                 -
exact/G|minRFG               -0.0622   90%  1% -0.1812   97%  0% +0.0026   45%  4% +0.0036  100% 100% +0.0074  100% 100% +0.0074  100% 100%
exact/G|minVG                -0.0706   74%  0% -0.1818   90%  0% +0.0018   35%  3% -0.0235  100% 100% -0.0312  100% 100% -0.0312  100% 100%
exact/G|minAFG               -0.0668   97% 24% -0.1825   99%  5% -0.0089   82% 54%                 -                 -                 -
exact/S|act:jaccard:0.5      -0.0159   98% 74% -0.0548   99% 74% +0.0002   90% 77% +0.0065   44% 32% -0.0009   97% 22% -0.0010   95% 21%
exact/S|act:jaccard:1        -0.0153   98% 74% -0.0542   99% 74% +0.0008   90% 77% +0.0121   44% 32% -0.0037   97% 22% -0.0038   95% 21%
exact/S|act:jaccard:2        -0.0141   98% 74% -0.0530   99% 74% +0.0020   90% 77% +0.0233   44% 32% -0.0092   97% 22% -0.0095   95% 21%
exact/S|act:exact:1          -0.0149   98% 74% -0.0538   99% 74% +0.0012   90% 77% +0.0112   75% 73% +0.0018   99% 91% +0.0016  100% 92%
exact/S|minAG                -0.0640   97% 23% -0.1816   99%  5% -0.0063   83% 58% +0.0053   52% 41% -0.0051   97% 28% -0.0053   95% 28%
exact/S|RF                   -0.0104   71%  1% -0.0500   67%  1% +0.0135   38%  4% +0.0104  100% 100% +0.0147  100% 100% +0.0147  100% 100%
exact/S|V                    -0.0225   49%  0% -0.0472   47%  0% +0.0178   27%  4% -0.0183  100% 100% -0.0272  100% 100% -0.0272  100% 100%
exact/S|AF                   -0.0144   98% 74% -0.0533   99% 74% +0.0017   90% 77%                 -                 -                 -
exact/S|minRFG               -0.0622   90%  1% -0.1812   97%  0% +0.0027   45%  4% +0.0036  100% 100% +0.0074  100% 100% +0.0074  100% 100%
exact/S|minVG                -0.0708   74%  0% -0.1818   90%  0% +0.0019   34%  4% -0.0241  100% 100% -0.0321  100% 100% -0.0321  100% 100%
exact/S|minAFG               -0.0669   97% 24% -0.1826   99%  5% -0.0092   82% 55%                 -                 -                 -
jac0.5/G|act:jaccard:0.5     -0.0439   94% 35% -0.1203   97% 35% -0.0016   72% 38% +0.0090   66% 66% +0.0038   97% 60% +0.0038   95% 60%
jac0.5/G|act:jaccard:1       -0.0431   94% 35% -0.1196   97% 35% -0.0009   72% 38% +0.0163   66% 66% +0.0032   97% 60% +0.0032   95% 60%
jac0.5/G|act:jaccard:2       -0.0416   94% 35% -0.1180   97% 35% +0.0007   72% 38% +0.0309   66% 66% +0.0020   97% 60% +0.0020   95% 60%
jac0.5/G|act:exact:1         -0.0443   94% 35% -0.1208   97% 35% -0.0021   72% 38% +0.0214   66% 66% +0.0046   99% 98% +0.0045  100% 99%
jac0.5/G|minAG               -0.0627   94% 11% -0.1812   97%  1% -0.0039   69% 30% +0.0087   71% 71% +0.0025   97% 63% +0.0024   95% 63%
jac0.5/G|RF                  -0.0407   82%  1% -0.1179   83%  1% +0.0049   49%  4% +0.0080  100% 100% +0.0136  100% 100% +0.0136  100% 100%
jac0.5/G|V                   -0.0505   70%  0% -0.1174   72%  0% +0.0042   42%  4% -0.0141  100% 100% -0.0193  100% 100% -0.0193  100% 100%
jac0.5/G|AF                  -0.0466   94% 35% -0.1231   97% 35% -0.0044   72% 38%                 -                 -                 -
jac0.5/G|minRFG              -0.0619   91%  0% -0.1812   97%  0% +0.0004   52%  4% +0.0042  100% 100% +0.0086  100% 100% +0.0086  100% 100%
jac0.5/G|minVG               -0.0691   80%  0% -0.1816   92%  0% -0.0026   44%  4% -0.0171  100% 100% -0.0230  100% 100% -0.0230  100% 100%
jac0.5/G|minAFG              -0.0656   94% 13% -0.1820   97%  2% -0.0078   68% 29%                 -                 -                 -
jac0.5/S|act:jaccard:0.5     -0.0441   94% 35% -0.1205   97% 35% -0.0013   71% 39% +0.0042   72% 66% +0.0035   98% 57% +0.0035   96% 56%
jac0.5/S|act:jaccard:1       -0.0435   94% 35% -0.1199   97% 35% -0.0007   71% 39% +0.0069   72% 66% +0.0027   98% 57% +0.0028   96% 56%
jac0.5/S|act:jaccard:2       -0.0423   94% 35% -0.1187   97% 35% +0.0004   71% 39% +0.0124   72% 66% +0.0011   98% 57% +0.0012   96% 56%
jac0.5/S|act:exact:1         -0.0445   94% 35% -0.1209   97% 35% -0.0018   71% 39% +0.0042   87% 87% +0.0043  100% 97% +0.0043  100% 97%
jac0.5/S|minAG               -0.0625   94% 11% -0.1813   97%  2% -0.0038   68% 30% +0.0043   75% 71% +0.0018   98% 61% +0.0018   96% 60%
jac0.5/S|RF                  -0.0405   83%  1% -0.1176   83%  1% +0.0059   49%  4% +0.0083  100% 100% +0.0142  100% 100% +0.0142  100% 100%
jac0.5/S|V                   -0.0511   70%  0% -0.1176   72%  0% +0.0051   41%  4% -0.0153  100% 100% -0.0212  100% 100% -0.0212  100% 100%
jac0.5/S|AF                  -0.0469   94% 35% -0.1233   97% 35% -0.0042   71% 39%                 -                 -                 -
jac0.5/S|minRFG              -0.0618   91%  0% -0.1811   97%  0% +0.0004   52%  4% +0.0043  100% 100% +0.0087  100% 100% +0.0087  100% 100%
jac0.5/S|minVG               -0.0697   80%  0% -0.1817   91%  0% -0.0024   44%  4% -0.0182  100% 100% -0.0249  100% 100% -0.0249  100% 100%
jac0.5/S|minAFG              -0.0655   94% 13% -0.1821   97%  2% -0.0081   68% 30%                 -                 -                 -
jac0.3/S|act:jaccard:0.5     -0.0516   93% 21% -0.1438   97% 21% -0.0023   66% 25% +0.0039   82% 79% +0.0055   98% 72% +0.0056   96% 71%
jac0.3/S|act:jaccard:1       -0.0513   93% 21% -0.1435   97% 21% -0.0020   66% 25% +0.0054   82% 79% +0.0052   98% 72% +0.0053   96% 71%
jac0.3/S|act:jaccard:2       -0.0507   93% 21% -0.1430   97% 21% -0.0014   66% 25% +0.0083   82% 79% +0.0045   98% 72% +0.0046   96% 71%
jac0.3/S|act:exact:1         -0.0518   93% 21% -0.1440   97% 21% -0.0025   66% 25% +0.0042   91% 90% +0.0059  100% 98% +0.0058  100% 98%
jac0.3/S|minAG               -0.0622   93%  7% -0.1812   97%  1% -0.0034   65% 20% +0.0041   84% 82% +0.0045   98% 75% +0.0045   96% 74%
jac0.3/S|RF                  -0.0490   86%  1% -0.1419   89%  1% +0.0017   54%  4% +0.0075  100% 100% +0.0135  100% 100% +0.0135  100% 100%
jac0.3/S|V                   -0.0578   77%  0% -0.1422   81%  0% -0.0004   48%  4% -0.0124  100% 100% -0.0166  100% 100% -0.0166  100% 100%
jac0.3/S|AF                  -0.0542   93% 21% -0.1464   97% 21% -0.0049   66% 25%                 -                 -                 -
jac0.3/S|minRFG              -0.0616   91%  0% -0.1811   97%  0% -0.0009   55%  4% +0.0046  100% 100% +0.0092  100% 100% +0.0092  100% 100%
jac0.3/S|minVG               -0.0688   83%  0% -0.1817   92%  0% -0.0044   49%  4% -0.0147  100% 100% -0.0199  100% 100% -0.0199  100% 100%
jac0.3/S|minAFG              -0.0646   93%  9% -0.1818   97%  1% -0.0067   65% 20%                 -                 -                 -
sur0.02/G|act:jaccard:0.5    -0.0447   93% 23% -0.1401   97% 23% -0.0003   68% 26% +0.0103   78% 78% +0.0069   98% 81% +0.0068   98% 81%
sur0.02/G|act:jaccard:1      -0.0443   93% 23% -0.1397   97% 23% +0.0001   68% 26% +0.0167   78% 78% +0.0065   98% 81% +0.0062   98% 81%
sur0.02/G|act:jaccard:2      -0.0435   93% 23% -0.1388   97% 23% +0.0009   68% 26% +0.0295   78% 78% +0.0056   98% 81% +0.0051   98% 81%
sur0.02/G|act:exact:1        -0.0451   93% 23% -0.1405   97% 23% -0.0007   68% 26% +0.0297   78% 78% +0.0076   99% 99% +0.0074  100% 100%
sur0.02/G|minAG              -0.0620   92%  5% -0.1813   97%  1% -0.0029   66% 20% +0.0091   81% 81% +0.0061   98% 83% +0.0059   98% 83%
sur0.02/G|RF                 -0.0429   84%  0% -0.1385   88%  0% +0.0046   53%  4% +0.0074  100% 100% +0.0119  100% 100% +0.0119  100% 100%
sur0.02/G|V                  -0.0456   78%  0% -0.1360   81%  0% +0.0076   48%  3% -0.0021  100% 100% -0.0017  100% 100% -0.0017  100% 100%
sur0.02/G|AF                 -0.0388   93% 23% -0.1342   97% 23% +0.0056   68% 26%                 -                 -                 -
sur0.02/G|minRFG             -0.0615   90%  0% -0.1812   97%  0% +0.0001   55%  4% +0.0050  100% 100% +0.0095  100% 100% +0.0095  100% 100%
sur0.02/G|minVG              -0.0637   85%  0% -0.1811   95%  0% +0.0009   51%  3% -0.0042  100% 100% -0.0030  100% 100% -0.0030  100% 100%
sur0.02/G|minAFG             -0.0622   93%  6% -0.1814   97%  1% -0.0023   66% 19%                 -                 -                 -
sur0.02/S|act:jaccard:0.5    -0.0435   92% 23% -0.1396   97% 23% -0.0000   68% 27% +0.0061   82% 79% +0.0068   98% 81% +0.0067   99% 81%
sur0.02/S|act:jaccard:1      -0.0432   92% 23% -0.1392   97% 23% +0.0003   68% 27% +0.0082   82% 79% +0.0063   98% 81% +0.0061   99% 81%
sur0.02/S|act:jaccard:2      -0.0425   92% 23% -0.1385   97% 23% +0.0010   68% 27% +0.0125   82% 79% +0.0053   98% 81% +0.0050   99% 81%
sur0.02/S|act:exact:1        -0.0437   92% 23% -0.1397   97% 23% -0.0002   68% 27% +0.0063   93% 92% +0.0074   99% 98% +0.0073  100% 99%
sur0.02/S|minAG              -0.0620   92%  6% -0.1813   97%  1% -0.0030   66% 20% +0.0056   85% 81% +0.0060   98% 83% +0.0058   99% 82%
sur0.02/S|RF                 -0.0415   83%  0% -0.1377   88%  0% +0.0058   52%  4% +0.0078  100% 100% +0.0121  100% 100% +0.0121  100% 100%
sur0.02/S|V                  -0.0444   77%  0% -0.1352   81%  0% +0.0100   47%  3% -0.0023  100% 100% -0.0023  100% 100% -0.0023  100% 100%
sur0.02/S|AF                 -0.0377   92% 23% -0.1338   97% 23% +0.0058   68% 27%                 -                 -                 -
sur0.02/S|minRFG             -0.0614   90%  0% -0.1811   97%  0% +0.0008   54%  4% +0.0052  100% 100% +0.0095  100% 100% +0.0095  100% 100%
sur0.02/S|minVG              -0.0638   85%  0% -0.1812   95%  0% +0.0020   50%  3% -0.0047  100% 100% -0.0036  100% 100% -0.0036  100% 100%
sur0.02/S|minAFG             -0.0620   92%  5% -0.1814   97%  1% -0.0019   66% 19%                 -                 -                 -
exact/S|act:jaccard:1|sd     -0.9559   99% 74% -2.9577  100% 74% -0.0185   91% 77% +0.8192   44% 32% -1.0119   97% 22% -1.0407   95% 21%
exact/S|minAG|sd             -2.8386   98% 11% -7.3604  100%  0% -0.3381   83% 50% +0.3013   53% 44% -1.0328   97% 24% -1.0560   95% 23%
exact/S|V|sd                 -0.8385   50%  0% -2.6578   48%  0% +0.4826   28%  3% +0.0289  100% 100% +0.0260  100% 100% +0.0260  100% 100%
exact/S|minRFG|sd            -2.8272   94%  0% -7.3588  100%  0% -0.1874   48%  4% -0.1715  100% 100% -0.1077  100% 100% -0.1077  100% 100%
exact/S|minVG|sd             -2.8093   89%  0% -7.3588  100%  0% -0.0145   42%  3% -0.1367  100% 100% -0.0807  100% 100% -0.0807  100% 100%
jac0.5/G|act:jaccard:1|sd    -2.0941   97% 35% -5.3251  100% 35% -0.2216   73% 38% +1.0128   66% 66% -0.2925   97% 60% -0.2980   95% 60%
jac0.5/G|minAG|sd            -2.8128   96%  6% -7.3588  100%  0% -0.3481   70% 28% +0.2222   72% 72% -0.3149   97% 61% -0.3123   95% 61%
jac0.5/G|V|sd                -2.0917   72%  0% -5.2167   75%  0% -0.0580   44%  4% -0.1740  100% 100% -0.1339  100% 100% -0.1339  100% 100%
jac0.5/G|minRFG|sd           -2.8228   94%  0% -7.3588  100%  0% -0.2974   53%  4% -0.1731  100% 100% -0.0955  100% 100% -0.0955  100% 100%
jac0.5/G|minVG|sd            -2.8237   90%  0% -7.3588  100%  0% -0.2331   49%  4% -0.2316  100% 100% -0.1894  100% 100% -0.1894  100% 100%
sur0.02/S|act:jaccard:1|sd   -2.1147   95% 23% -5.8802  100% 23% -0.2407   71% 27% +0.1472   82% 79% -0.2503   98% 81% -0.2829   99% 81%
sur0.02/S|minAG|sd           -2.8169   95%  3% -7.3588  100%  0% -0.3584   68% 19% -0.0310   86% 83% -0.2585   98% 81% -0.2854   99% 81%
sur0.02/S|V|sd               -2.0708   80%  0% -5.7538   83%  0% +0.0160   50%  3% -0.0988  100% 100% -0.0865  100% 100% -0.0865  100% 100%
sur0.02/S|minRFG|sd          -2.8148   94%  0% -7.3588  100%  0% -0.2811   57%  3% -0.1340  100% 100% -0.0650  100% 100% -0.0650  100% 100%
sur0.02/S|minVG|sd           -2.8165   93%  0% -7.3588  100%  0% -0.2290   54%  3% -0.1756  100% 100% -0.1095  100% 100% -0.1095  100% 100%
wB_soft0.1/G                 -0.0651   90%  0% -0.1841   97%  0% -0.0057   57%  4% -0.0006  100% 100% +0.0023  100% 100% +0.0023  100% 100%
wB_soft0.3/G                 -0.0625   90%  0% -0.1822   97%  0% -0.0032   58%  4% +0.0028  100% 100% +0.0067  100% 100% +0.0067  100% 100%
wB_hard0.5/G                 -0.0780   90%  0% -0.1997   97%  0% -0.0116   57%  4% -0.0059  100% 100% -0.0028  100% 100% -0.0028  100% 100%
wB_soft0.1/S                 -0.0654   90%  0% -0.1846   97%  0% -0.0052   58%  4% -0.0002  100% 100% +0.0027  100% 100% +0.0027  100% 100%
wB_soft0.3/S                 -0.0626   90%  0% -0.1824   97%  0% -0.0030   58%  4% +0.0028  100% 100% +0.0066  100% 100% +0.0066  100% 100%
wB_hard0.5/S                 -0.0767   90%  0% -0.1984   97%  0% -0.0107   57%  4% -0.0050  100% 100% -0.0014  100% 100% -0.0014  100% 100%
-- ALL: Engy-echo subset (n≈203; honest king re-echoed; AF now real for copyF/lscmd/catcmd) --
rule                                  fparrotG             copyF             lscmd            catcmd
live_c2                      -0.0148   53%  0% -0.0024  100% 100% -0.0005  100% 100% -0.0005  100% 100%
live_c4                      -0.0002   47%  0% +0.0066  100% 100% +0.0070  100% 100% +0.0070  100% 100%
live_sd                      -0.2967   53%  0% -0.0518  100% 100% -0.1184  100% 100% -0.1184  100% 100%
exact/G|act:jaccard:0.5      +0.0038   84% 76% +0.0180   27% 27% -0.0023   94% 19% -0.0024   91% 19%
exact/G|act:jaccard:1        +0.0047   84% 76% +0.0336   27% 27% -0.0050   94% 19% -0.0051   91% 19%
exact/G|act:jaccard:2        +0.0065   84% 76% +0.0648   27% 27% -0.0103   94% 19% -0.0106   91% 19%
exact/G|act:exact:1          +0.0058   84% 76% +0.0710   26% 26% +0.0007   99% 98% +0.0003  100% 99%
exact/G|minAG                -0.0067   76% 53% +0.0169   37% 37% -0.0063   94% 23% -0.0064   91% 24%
exact/G|RF                   +0.0147   41%  0% +0.0167  100% 100% +0.0207  100% 100% +0.0207  100% 100%
exact/G|V                    +0.0046   27%  0% -0.0216  100% 100% -0.0340  100% 100% -0.0340  100% 100%
exact/G|AF                   +0.0092   84% 76% +0.0286   46% 24% -0.0642   78% 16% -0.0386   75% 16%
exact/G|minRFG               -0.0003   48%  0% +0.0083  100% 100% +0.0094  100% 100% +0.0094  100% 100%
exact/G|minVG                -0.0095   32%  0% -0.0256  100% 100% -0.0389  100% 100% -0.0389  100% 100%
exact/G|minAFG               -0.0083   75% 51% +0.0119   55% 38% -0.0814   81% 22% -0.0498   78% 22%
exact/S|act:jaccard:0.5      +0.0031   85% 76% +0.0076   42% 28% -0.0025   96% 16% -0.0026   94% 17%
exact/S|act:jaccard:1        +0.0032   85% 76% +0.0124   42% 28% -0.0053   96% 16% -0.0055   94% 17%
exact/S|act:jaccard:2        +0.0034   85% 76% +0.0219   42% 28% -0.0108   96% 16% -0.0112   94% 17%
exact/S|act:exact:1          +0.0041   85% 76% +0.0153   66% 64% +0.0002   99% 92% -0.0001   99% 93%
exact/S|minAG                -0.0081   78% 55% +0.0060   49% 37% -0.0066   96% 21% -0.0068   94% 22%
exact/S|RF                   +0.0150   42%  0% +0.0172  100% 100% +0.0207  100% 100% +0.0207  100% 100%
exact/S|V                    +0.0054   28%  0% -0.0212  100% 100% -0.0343  100% 100% -0.0343  100% 100%
exact/S|AF                   +0.0067   85% 76% +0.0265   45% 24% -0.0639   78% 16% -0.0375   74% 16%
exact/S|minRFG               -0.0002   48%  0% +0.0083  100% 100% +0.0092  100% 100% +0.0092  100% 100%
exact/S|minVG                -0.0089   32%  0% -0.0255  100% 100% -0.0394  100% 100% -0.0394  100% 100%
exact/S|minAFG               -0.0086   75% 50% +0.0117   55% 38% -0.0811   82% 22% -0.0495   78% 22%
jac0.5/G|act:jaccard:0.5     -0.0000   63% 34% +0.0107   66% 66% +0.0020   97% 55% +0.0021   92% 55%
jac0.5/G|act:jaccard:1       +0.0011   63% 34% +0.0173   66% 66% +0.0014   97% 55% +0.0016   92% 55%
jac0.5/G|act:jaccard:2       +0.0032   63% 34% +0.0305   66% 66% +0.0001   97% 55% +0.0005   92% 55%
jac0.5/G|act:exact:1         -0.0011   63% 34% +0.0210   66% 66% +0.0027  100% 100% +0.0027  100% 100%
jac0.5/G|minAG               -0.0022   59% 24% +0.0102   70% 70% +0.0004   97% 58% +0.0007   92% 58%
jac0.5/G|RF                  +0.0052   43%  0% +0.0144  100% 100% +0.0182  100% 100% +0.0182  100% 100%
jac0.5/G|V                   -0.0032   36%  0% -0.0151  100% 100% -0.0259  100% 100% -0.0259  100% 100%
jac0.5/G|AF                  -0.0033   63% 34% +0.0161   72% 66% -0.0434   88% 53% -0.0231   84% 53%
jac0.5/G|minRFG              +0.0002   46%  0% +0.0083  100% 100% +0.0095  100% 100% +0.0095  100% 100%
